Student ID,student_name,gender,grade,school_name,reading_score,math_score
547,Jeremy Sutton,M,9th,Huang High School,80,99
548,Paula Donaldson,F,9th,Huang High School,80,99
549,Valerie Thompson,F,9th,Huang High School,80,99
550,John Schaefer,M,12th,Huang High School,80,99
551,Jesus Manning,M,11th,Huang High School,80,99
552,Tyrone Lawson,M,10th,Huang High School,80,99
553,Carl May,M,10th,Huang High School,80,99
554,Brittany Russell,F,12th,Huang High School,80,99
555,Philip Edwards,M,9th,Huang High School,80,99
556,Robert Aguilar,M,9th,Huang High School,80,99
557,Aaron Russo,M,10th,Huang High School,80,99
558,Tracy Andrade,M,9th,Huang High School,80,99
559,Amy Sullivan,F,12th,Huang High School,80,99
560,Howard Beck,M,10th,Huang High School,80,99
561,Dr. Xavier Bell II,M,11th,Huang High School,80,99
562,Dawn Schultz,F,10th,Huang High School,79,99
563,Caleb Lucas,M,12th,Huang High School,79,99
564,Barbara Gonzalez,F,10th,Huang High School,79,99
565,Charles Yang,M,10th,Huang High School,79,99
566,David Gallagher,M,12th,Huang High School,79,99
567,Bethany Vargas,F,11th,Huang High School,79,99
568,Jennifer Schultz,F,12th,Huang High School,79,99
569,Paula Marshall,F,9th,Huang High School,79,99
570,Jordan Elliott,M,11th,Huang High School,79,99
571,Samantha Mcmillan,F,12th,Huang High School,79,99
572,Judith Johnson,F,9th,Huang High School,79,99
573,Grace Palmer,F,10th,Huang High School,79,99
574,Brandon Ramirez,M,10th,Huang High School,79,99
575,Carol Smith,F,10th,Huang High School,79,99
576,Matthew Odom,M,9th,Huang High School,79,99
577,Erika Gray,F,10th,Huang High School,79,99
578,Donna Kramer,F,11th,Huang High School,79,99
579,Jonathan Snyder,M,10th,Huang High School,79,99
580,Frank Howe,M,11th,Huang High School,79,99
581,Amy Beck,F,9th,Huang High School,79,99
582,Lori Holmes,F,9th,Huang High School,79,99
583,Rebekah Hampton,F,11th,Huang High School,79,99
584,Perry Bishop,M,9th,Huang High School,79,99
585,Andrew Hanson MD,M,12th,Huang High School,79,99
586,Jody Hughes,F,11th,Huang High School,79,99
587,Anna Garcia,F,11th,Huang High School,79,99
588,Colleen Walker,F,11th,Huang High School,79,99
589,Danny Bridges,M,11th,Huang High School,79,99
590,Kristina Ford,F,10th,Huang High School,78,99
591,Sabrina Davidson,F,9th,Huang High School,78,99
592,Alexander Freeman,M,9th,Huang High School,78,99
593,Jack Davis,M,9th,Huang High School,78,99
594,Victor Rivera,M,11th,Huang High School,78,99
595,Elizabeth Pena,F,11th,Huang High School,78,99
596,Neil Castro,M,12th,Huang High School,78,99
597,Michael Briggs,M,10th,Huang High School,78,99
598,Anna Andersen,F,9th,Huang High School,78,99
599,Elizabeth Oconnor,F,9th,Huang High School,78,99
600,Zachary Brooks,M,11th,Huang High School,78,99
601,Scott Jackson,M,12th,Huang High School,78,99
602,Mary Fuentes,F,12th,Huang High School,78,99
603,Denise Reyes,F,11th,Huang High School,78,99
604,Janice Collier,F,9th,Huang High School,78,99
605,Tina Barber,F,10th,Huang High School,78,99
606,Keith Rojas,M,12th,Huang High School,78,99
607,Michelle Decker,F,11th,Huang High School,78,99
608,James Smith,M,9th,Huang High School,78,99
609,Alexandra Thompson,F,10th,Huang High School,78,99
610,Jacqueline Campbell,F,11th,Huang High School,78,99
611,Austin Clark,M,10th,Huang High School,78,99
612,Brooke Thomas,F,10th,Huang High School,78,99
613,Molly Smith,F,9th,Huang High School,78,99
614,Pamela Beck,F,9th,Huang High School,78,99
615,Timothy Morris,M,12th,Huang High School,78,99
616,Lauren White,F,10th,Huang High School,78,99
617,Jessica Beltran,F,11th,Huang High School,78,99
618,Alexandra Jones,F,9th,Huang High School,78,99
619,Evelyn Rice,F,9th,Huang High School,77,99
620,Stephen Ellis,M,9th,Huang High School,77,99
621,Caroline Smith,F,12th,Huang High School,77,99
622,Fred Case,M,10th,Huang High School,77,99
623,Crystal Anderson,F,11th,Huang High School,77,99
624,Jordan Gross,F,9th,Huang High School,77,99
625,Marie Harris,F,12th,Huang High School,77,99
626,Charles Hayes,M,11th,Huang High School,77,99
627,Beverly Sheppard,F,11th,Huang High School,77,99
628,Denise Solis,F,12th,Huang High School,77,99
629,Alexander Myers,M,11th,Huang High School,77,99
630,Sally Robertson,F,12th,Huang High School,77,99
631,Steven Morris,M,12th,Huang High School,77,99
632,Nina Flores,F,10th,Huang High School,77,99
633,Miguel Patterson,M,9th,Huang High School,77,99
634,John Simpson,M,10th,Huang High School,77,99
635,Charles Cruz,M,11th,Huang High School,77,99
636,Monica Davis,F,9th,Huang High School,77,99
637,James Fields,M,12th,Huang High School,77,99
638,Kevin Frederick,M,9th,Huang High School,77,99
639,Jeremy Soto,M,11th,Huang High School,77,99
640,Ronald Harris,M,9th,Huang High School,77,99
641,Carol Stewart,F,10th,Huang High School,77,99
642,Albert Durham,M,9th,Huang High School,77,99
643,James Sanchez,M,12th,Huang High School,77,99
644,John Adams,M,11th,Huang High School,76,99
645,Cody Williams,M,10th,Huang High School,76,99
646,Ernest Love,M,9th,Huang High School,76,99
647,Tommy Smith,M,9th,Huang High School,76,99
648,Jared Anderson,M,11th,Huang High School,76,99
649,Jennifer Yang,F,9th,Huang High School,76,99
650,Joe Mercado,M,9th,Huang High School,76,99
651,Mr. Roberto Wright MD,M,11th,Huang High School,76,99
652,Michael Smith,M,10th,Huang High School,76,99
653,William Park,M,10th,Huang High School,76,99
654,Benjamin Williams,M,11th,Huang High School,76,99
655,Dean Perez,M,11th,Huang High School,76,99
656,Mr. Dale Miller,M,10th,Huang High School,76,99
657,Marissa Russell,F,9th,Huang High School,76,99
658,Mary Gonzalez DDS,F,12th,Huang High School,76,99
659,April Jackson,F,10th,Huang High School,76,99
660,William Hayes,M,9th,Huang High School,76,99
661,Meghan Holloway,F,11th,Huang High School,76,99
662,Amy Coleman,F,12th,Huang High School,76,99
663,James Green,M,10th,Huang High School,76,99
664,Michael Tran,M,10th,Huang High School,76,99
665,Joseph Cortez,M,11th,Huang High School,76,99
666,Anita Moss,F,10th,Huang High School,76,99
667,Benjamin Stokes,M,11th,Huang High School,76,99
668,Michael Li,M,11th,Huang High School,76,99
669,Alexander Rosales,M,11th,Huang High School,76,99
670,Katie Dawson,F,10th,Huang High School,76,99
671,Shelly Erickson,F,10th,Huang High School,76,99
672,Kathryn Turner,F,11th,Huang High School,76,99
673,Jacob Lee,M,10th,Huang High School,76,99
674,Ryan Smith,M,10th,Huang High School,76,99
675,Joshua Fernandez,M,11th,Huang High School,76,99
676,Mia Roach,F,9th,Huang High School,75,99
677,William Rodriguez,M,11th,Huang High School,75,99
678,Wanda Cruz,F,10th,Huang High School,75,99
679,Pamela Hall,F,11th,Huang High School,75,99
680,David Smith,M,9th,Huang High School,75,99
681,Jason Brown,M,9th,Huang High School,75,99
682,Chelsea Alexander,F,12th,Huang High School,75,99
683,Kimberly Tate,F,9th,Huang High School,75,99
684,Daniel Williams,M,10th,Huang High School,75,99
685,Terri Jacobson,F,11th,Huang High School,75,99
686,Paul Harris,M,10th,Huang High School,75,99
687,Jessica Thompson,F,10th,Huang High School,75,99
688,Nancy Hawkins,F,9th,Huang High School,75,99
689,Deborah Phillips,F,12th,Huang High School,75,99
690,Mark Mendoza,M,9th,Huang High School,75,99
691,Stephen Williamson,M,9th,Huang High School,75,99
692,Jennifer Strong,F,12th,Huang High School,75,99
693,Matthew Moore,M,12th,Huang High School,75,99
694,Raymond Parker,M,9th,Huang High School,75,99
695,Lee Evans,M,10th,Huang High School,75,99
696,Curtis Rodriguez,M,10th,Huang High School,75,99
697,Sara Morris,F,11th,Huang High School,75,99
698,Dawn Palmer,F,9th,Huang High School,75,99
699,Brianna Benson,F,11th,Huang High School,75,99
700,Luis Watts,M,11th,Huang High School,75,99
701,Mrs. Cindy Brown,F,12th,Huang High School,75,99
702,Summer Sandoval,F,9th,Huang High School,75,99
703,Ashley Smith,F,12th,Huang High School,75,99
704,Randy Wallace,M,10th,Huang High School,75,99
705,Angela Simmons,F,11th,Huang High School,74,99
706,Sandra Haley,F,11th,Huang High School,74,99
707,George Morgan,M,10th,Huang High School,74,99
708,Melissa Ali,F,11th,Huang High School,74,99
709,Matthew Oliver,M,9th,Huang High School,74,99
710,Michael Kirk,M,9th,Huang High School,74,99
711,Terry Khan,M,9th,Huang High School,74,99
712,Kristie Elliott,F,9th,Huang High School,74,99
713,Joel Campbell,M,9th,Huang High School,74,99
714,Anthony Henderson,M,10th,Huang High School,74,99
715,Brent Christensen,M,9th,Huang High School,74,99
716,Heidi Hayes,F,10th,Huang High School,74,99
717,Ryan Mcbride,M,10th,Huang High School,74,99
718,Kyle Murillo,M,10th,Huang High School,74,99
719,Angela Powell,F,11th,Huang High School,74,99
720,Jeanette Simmons,F,11th,Huang High School,74,99
721,Adam Vance,M,10th,Huang High School,74,99
722,Kristen Murray,F,9th,Huang High School,74,99
723,Jessica Burnett,F,11th,Huang High School,74,99
724,Alex Walker,M,11th,Huang High School,74,99
725,Robert Phillips,M,9th,Huang High School,74,99
726,Elizabeth Martinez,F,9th,Huang High School,74,99
727,Kristina Young,F,9th,Huang High School,74,99
728,Sarah Morgan,F,10th,Huang High School,74,99
729,Cheryl Harding,F,12th,Huang High School,74,99
730,Keith Hunter,M,9th,Huang High School,74,99
731,Todd Williams,M,11th,Huang High School,74,99
732,James White MD,M,11th,Huang High School,74,99
733,Kyle Johnson,M,11th,Huang High School,74,99
734,Andrea Suarez,F,12th,Huang High School,74,99
735,Michael Sanchez,M,9th,Huang High School,74,99
736,Jaime Torres,F,11th,Huang High School,74,99
737,Donald Gill DDS,M,9th,Huang High School,74,99
738,Austin Lee,M,10th,Huang High School,74,99
739,Adrian Bowman,M,12th,Huang High School,73,99
740,Julie Perez,F,10th,Huang High School,73,99
741,Debra Maxwell,F,12th,Huang High School,73,99
742,Bradley Phillips,M,9th,Huang High School,73,99
743,Sonya Simmons,F,9th,Huang High School,73,99
744,Eric Miller,M,12th,Huang High School,73,99
745,Charles Berger,M,10th,Huang High School,73,99
746,Mary Monroe,F,10th,Huang High School,73,99
747,Destiny Burns,F,11th,Huang High School,73,99
748,Patrick Khan,M,9th,Huang High School,73,99
749,Nathaniel Henson,M,12th,Huang High School,73,99
750,Larry Miller,M,9th,Huang High School,73,99
751,Timothy French,M,10th,Huang High School,73,99
752,Xavier Mitchell,M,12th,Huang High School,73,99
753,Jason Crosby,M,11th,Huang High School,73,99
754,Joshua Johnson,M,10th,Huang High School,73,99
755,Alyssa Clark,F,12th,Huang High School,73,99
756,Jonathan Cooper,M,10th,Huang High School,73,99
757,Mark Hunt,M,9th,Huang High School,73,99
758,Norman Moore,M,10th,Huang High School,73,99
759,Brian Atkins,M,9th,Huang High School,73,99
760,Zachary Jones,M,12th,Huang High School,73,99
761,Danielle Wong,F,10th,Huang High School,73,99
762,Patricia Lane,F,12th,Huang High School,73,99
763,Joshua Rose,M,9th,Huang High School,73,99
764,Hannah Montes,F,10th,Huang High School,73,99
765,Mrs. Catherine Williams MD,F,10th,Huang High School,73,99
766,Michael Jenkins,M,11th,Huang High School,73,99
767,James Scott,M,11th,Huang High School,73,99
768,Evan Ballard,M,11th,Huang High School,73,99
769,Andrea Miller,F,10th,Huang High School,73,99
770,Jasmine Lynch,F,12th,Huang High School,73,99
771,Jennifer Fox,F,10th,Huang High School,73,99
772,Jared Castro,M,10th,Huang High School,73,99
773,Eugene Cox,M,12th,Huang High School,73,99
774,Wendy Wilson,F,10th,Huang High School,73,99
775,Debbie Smith,F,10th,Huang High School,73,99
776,Michael Fletcher,M,10th,Huang High School,72,99
777,Jay Waters,M,10th,Huang High School,72,99
778,Melissa Martinez,F,10th,Huang High School,72,99
779,Cory Howard,M,9th,Huang High School,72,99
780,Mitchell Hanson,M,10th,Huang High School,72,99
781,Corey Boyer,M,9th,Huang High School,72,99
782,Elizabeth Gonzalez,F,10th,Huang High School,72,99
783,Robert Hutchinson,M,11th,Huang High School,72,99
784,David Hernandez,M,9th,Huang High School,72,99
785,Tammy Jordan,F,12th,Huang High School,72,99
786,Denise Johnson,F,9th,Huang High School,72,99
787,Brandi Copeland,F,12th,Huang High School,72,99
788,Evan Marshall,M,9th,Huang High School,72,99
789,Gregory Long,M,10th,Huang High School,72,99
790,Kristen Underwood,F,11th,Huang High School,72,99
791,Walter French,M,12th,Huang High School,72,99
792,Edwin Thompson,M,10th,Huang High School,72,99
793,Edward Rivera,M,12th,Huang High School,72,99
794,Brandon Wilson,M,10th,Huang High School,72,99
795,Alejandra Todd,F,11th,Huang High School,72,99
796,Dana Hoffman,F,10th,Huang High School,72,99
797,David Howard,M,11th,Huang High School,72,99
798,Ashley Caldwell MD,F,12th,Huang High School,72,99
799,Cindy Horn,F,9th,Huang High School,72,99
800,Kevin Armstrong,M,10th,Huang High School,72,99
801,Stacey Porter,F,11th,Huang High School,72,99
802,Patrick Hunt,M,12th,Huang High School,72,99
803,David White,M,12th,Huang High School,72,99
804,Tammy Black,F,9th,Huang High School,72,99
805,Joanna Williams,F,11th,Huang High School,72,99
806,Becky Moran,F,9th,Huang High School,72,99
807,Brenda Smith,F,12th,Huang High School,71,99
808,Gabrielle Webb,F,12th,Huang High School,71,99
809,Mr. Jared Campbell,M,10th,Huang High School,71,99
810,Ryan Jenkins,M,9th,Huang High School,71,99
811,Thomas Shepard,M,9th,Huang High School,71,99
812,Jeremiah Boyd,M,10th,Huang High School,71,99
813,Matthew White,M,12th,Huang High School,71,99
814,Christina Anderson,F,11th,Huang High School,71,99
815,Edward Olson,M,11th,Huang High School,71,99
816,Emily Bryant,F,9th,Huang High School,71,99
817,Amy Guzman,F,10th,Huang High School,71,99
818,Kathleen Owens,F,9th,Huang High School,71,99
819,John Davila,M,9th,Huang High School,71,99
820,Nicole King,F,11th,Huang High School,71,99
821,Jason Villarreal,M,9th,Huang High School,71,99
822,Matthew Washington,M,10th,Huang High School,71,99
823,Peter Simpson,M,11th,Huang High School,71,99
824,Cristian Espinoza,M,11th,Huang High School,71,99
825,Steven Fry,M,10th,Huang High School,71,99
826,David Miller,M,9th,Huang High School,71,99
827,Tamara Hernandez,F,12th,Huang High School,71,99
828,Jordan Lewis,M,9th,Huang High School,71,99
829,Carol Anderson,F,9th,Huang High School,71,99
830,Michael Moreno PhD,M,12th,Huang High School,71,99
831,Nicholas Logan,M,11th,Huang High School,71,99
832,Paul Anderson,M,9th,Huang High School,71,99
833,Jason Young,M,10th,Huang High School,71,99
834,Wesley Martin,M,11th,Huang High School,71,99
835,Karen Wall,F,11th,Huang High School,71,99
836,Tara Parker MD,F,12th,Huang High School,71,99
837,Michael Reyes,M,12th,Huang High School,71,99
838,Amy Henderson,F,10th,Huang High School,71,99
839,Jessica Reed,F,12th,Huang High School,71,99
840,Joseph Miranda,M,9th,Huang High School,71,99
841,Mackenzie Jones,F,9th,Huang High School,71,99
842,Jon Espinoza,M,10th,Huang High School,71,99
843,Kelly Medina,F,10th,Huang High School,71,99
844,Jason Rubio,M,11th,Huang High School,71,99
845,Jennifer Munoz,F,10th,Huang High School,70,99
846,Christopher Warner,M,12th,Huang High School,70,99
847,Vincent Thomas,M,9th,Huang High School,70,99
848,Andrew Young,M,9th,Huang High School,70,99
849,David Jenkins,M,10th,Huang High School,70,99
850,Daniel Stephens,M,12th,Huang High School,70,99
851,Elizabeth Lewis,F,9th,Huang High School,70,99
852,Aaron Moore,M,9th,Huang High School,70,99
853,Lisa Hogan,F,11th,Huang High School,70,99
854,Shawn Williams DVM,M,12th,Huang High School,70,99
855,Michele Dickerson,F,9th,Huang High School,70,99
856,Dr. Alicia Martinez,F,11th,Huang High School,70,99
857,Mr. Timothy Anderson,M,12th,Huang High School,70,99
858,Sierra Jackson,F,11th,Huang High School,70,99
859,Sharon Taylor,F,10th,Huang High School,70,99
860,Jeffrey Smith,M,9th,Huang High School,70,99
861,Mark Taylor,M,11th,Huang High School,70,99
862,Christina Ross,F,10th,Huang High School,69,99
863,Judy Hall,F,11th,Huang High School,69,99
864,Jennifer Fox,F,10th,Huang High School,69,99
865,Kenneth Moran,M,12th,Huang High School,69,99
866,Gerald Ferguson,M,11th,Huang High School,69,99
867,Albert Carter,M,12th,Huang High School,69,99
868,Michael Reilly,M,12th,Huang High School,69,99
869,Kathleen Schwartz,F,11th,Huang High School,69,99
870,Stacey Harris,F,11th,Huang High School,69,99
871,Mrs. Paula Lee,F,9th,Huang High School,69,99
872,Adrian Black,M,10th,Huang High School,69,99
873,Rita Moreno,F,10th,Huang High School,69,99
874,Jason Perry,M,11th,Huang High School,69,99
875,Scott Ortiz,M,10th,Huang High School,69,99
876,Randy Mueller,M,9th,Huang High School,69,99
877,Samantha Anderson,F,10th,Huang High School,69,99
878,Phillip Brown,M,11th,Huang High School,69,99
879,Christina Kerr,F,11th,Huang High School,69,99
880,Derrick Hill,M,9th,Huang High School,69,99
881,Nathan Bond,M,12th,Huang High School,69,99
882,Marie Wilson,F,10th,Huang High School,69,99
883,Caitlin Jones,F,11th,Huang High School,69,99
884,Barbara Campbell,F,10th,Huang High School,69,99
885,Katie Gonzales,F,10th,Huang High School,69,99
886,Mr. Elijah Hall,M,9th,Huang High School,68,99
887,James Sanders,M,12th,Huang High School,68,99
888,Nicholas Martinez,M,10th,Huang High School,68,99
889,Maria Mack,F,9th,Huang High School,68,99
890,Mary Mason,F,10th,Huang High School,68,99
891,Tiffany Campbell,F,9th,Huang High School,68,99
892,Mr. Raymond Stone,M,11th,Huang High School,68,99
893,Dominique Henderson,F,12th,Huang High School,68,99
894,Martin Williams,M,11th,Huang High School,68,99
895,Hannah Parker,F,11th,Huang High School,68,99
896,Susan Webb,F,9th,Huang High School,68,99
897,Rachel Johnson,F,9th,Huang High School,68,99
898,Darren Davis,M,9th,Huang High School,68,99
899,Tim Carr,M,9th,Huang High School,68,99
900,Jesus Ryan,M,10th,Huang High School,68,99
901,John Hays,M,10th,Huang High School,68,99
